id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
816,Quercus_Crassipes,21484,13672,29297,29297,3906,12305,27344,0,1953,80078,21484,0,17578,1953,5859,0,19531,13672,3906,35156,1953,1953,0,3906,0,27344,0,7812,37109,42969,0,0,3125,0,46875,13672,23438,13672,3906,1953,1953,11719,3906,21484,27344,3906,1953,15625,0,5859,9766,3906,29297,0,13672,0,29297,35156,39062,0,0,0,39062,0,75451,76308,70945,68099,6431,60465,57081,54018,51211,48919,46957,45444,43987,43079,42419,42279,426,43396,44067,45071,46284,4803,49942,52002,53997,56355,58788,59976,61444,62553,65243,70097,75258,77796,72691,67776,63124,60192,57804,55639,53295,51423,49651,4824,46927,45626,44641,43866,43561,43322,43399,43745,44497,45829,47199,48978,51179,53796,569,60341,6316,66335,69228,71791,11719,12695,33203,0,67383,11816,293,57617,3906,0,0,0,94727,0,0,0,6836,56641,0,10742,0,0,3906,0,293,0,0,44922,0,53711,0,0,0,55664,3418,0,0,48828,977,0,0,0,0,977,51758,76172,6836,11719,0,0,0,0,0,0,37109,0,80078,0,977,0,0,0,1953,10742
821,Quercus_Chrysolepis,82031,14648,13672,0,0,14453,13672,0,5859,13672,76172,0,60547,1953,0,0,15625,41016,5859,11719,0,0,0,0,0,0,0,3906,19531,7812,0,0,27344,0,42969,39062,9766,17578,1953,0,0,7812,0,1953,21484,0,0,0,0,0,33203,0,1953,0,25391,0,13672,35156,3906,11719,0,0,39062,1953,32144,30425,26644,23786,21109,185,16177,17565,21499,25808,30113,2715,2485,22785,20801,18495,15507,1413,13472,15708,1858,21019,23334,26129,28962,30717,26541,22463,18623,15348,17497,19648,222,24092,26893,30263,3099,26774,22729,18765,14533,10154,99058,12285,15103,18263,21215,24039,27138,3063,32883,28927,25278,21919,18977,16081,13009,10036,85823,12895,17087,20963,24931,28664,0,0,0,0,0,0,0,0,0,0,3418,0,0,0,44238,0,0,0,0,0,0,977,0,3906,0,4883,0,0,7812,0,0,0,0,0,0,0,17578,0,0,0,0,0,0,0,0,0,0,0,9766,6836,35156,0,0,0,0,6836,0,17578,0,36914,0,42969,0,0
822,Quercus_Suber,17578,3906,54688,33203,5859,39062,68359,7812,0,39062,17578,7812,13672,0,17578,0,44922,25391,0,3125,5859,0,0,0,0,29297,1953,9766,29297,11719,0,0,60547,0,27344,9766,29297,52734,11719,0,0,3906,0,9766,44922,3906,25391,13672,0,0,21484,0,23438,0,41016,0,23438,11719,35156,5859,0,0,27344,1953,65449,61069,56672,52367,4792,43639,39311,35028,30822,26908,23618,21523,20297,20105,21134,22138,24523,26812,2939,31982,32076,27506,22664,22493,26324,30541,3469,39031,43344,47504,51934,56513,6109,6328,5892,54741,50563,46473,426,38815,34946,31076,27221,23963,22125,21405,197,18839,1808,18282,19457,21815,24934,28445,32699,36805,41132,4544,49688,54118,58492,62778,67165,69685,91797,3418,8789,18555,10742,977,74219,52734,0,11719,0,0,0,0,0,0,16602,36133,33203,27344,0,0,21484,1953,4883,3906,293,5859,0,3906,977,0,0,75195,293,0,977,14063,17578,27344,0,0,9766,293,55664,61523,37109,1953,0,1953,0,0,1953,7812,1953,0,67383,0,0,0,0,0,0,22461
823,Quercus_Texana,0,1953,54688,68359,0,0,5859,0,11719,1953,9766,13672,29297,7812,5859,0,3906,3125,46875,5859,23438,0,0,0,9766,11719,0,3125,54688,9766,3906,0,1953,1953,0,9766,25391,50781,13672,3906,5859,35156,29297,9766,46875,1953,37109,17578,3906,5859,11719,1953,7812,5859,5859,3906,3906,39062,12109,15625,1953,0,35156,1953,35051,29335,295,25213,18908,13628,10947,17,21564,26784,3308,30946,26518,23398,22598,25032,21743,24013,26769,30221,27405,21484,16734,10767,12964,18168,25346,30364,2834,32517,37774,40683,34851,28566,27835,21921,16108,10172,83586,13094,19293,26025,28899,26003,26753,32538,38049,43138,41512,3625,30425,27295,28584,29582,23768,17845,11238,69573,11295,17064,22973,28823,32238,37613,10742,13672,33203,0,10742,0,24414,26367,1953,0,7812,0,26367,20508,0,13672,0,2832,6836,35156,5859,23438,3906,293,7812,0,0,3125,9766,41992,3906,33203,0,18555,40039,75195,0,41992,977,4883,0,29297,4883,5859,14648,35156,27344,5859,3418,23438,7812,64453,6836,9766,8789,977,57617,977,18555,0,10742,1953,4883,20508
824,Quercus_Ellipsoidalis,0,0,64453,16406,1953,0,0,0,7812,0,0,3906,0,78125,3906,0,1953,15625,15625,0,35156,3906,0,0,29297,3906,5859,33203,50781,0,3906,5859,0,0,0,1953,13672,44922,7812,0,7812,37109,0,0,41016,0,42969,0,11719,0,0,0,9766,5859,0,1953,0,11719,19531,3125,0,0,1953,3906,48516,48165,42949,42483,38035,43351,4868,51963,51645,50818,48743,48077,46956,45672,44831,44402,44431,42947,42973,41524,39974,41477,39549,41457,41097,42514,42319,43062,42231,45428,45554,47477,50294,54482,58625,62867,58104,55161,51561,50213,48813,47454,45269,45522,4289,41271,44063,42161,41808,42304,42562,42603,41805,42208,42121,43538,43663,44266,46144,47532,48623,49259,49123,49199,2832,20508,27344,4883,1953,977,14648,19531,14648,0,1953,0,26367,3418,0,37109,37109,293,1953,33203,57617,71289,17578,0,0,6836,0,22461,24414,13672,5859,12695,0,15625,25391,8789,0,32227,1953,977,0,35156,1953,1953,4883,46875,13672,9766,9766,54688,0,36133,0,1953,7812,0,16602,4883,26367,0,46875,977,22461,32227
825,Quercus_Castaneifolia,21484,17578,21484,5859,13672,21484,58594,0,5859,19531,3125,9766,37109,0,25391,0,11719,15625,5859,5859,56641,1953,0,0,0,11719,0,5859,25391,9766,3906,0,21484,0,5859,33203,13672,29297,17578,9766,0,21484,23438,7812,7812,9766,50781,64453,3906,3125,27344,1953,39062,1953,56641,5859,9766,29297,11719,3906,1953,0,15625,0,94349,90586,84183,7927,74502,70592,66232,62126,60754,56469,54129,53077,53603,49779,49701,50602,53616,50056,52253,55841,58944,56711,57918,62259,65033,64454,67832,73103,74998,73861,79807,78633,80411,8193,79957,83109,78119,74849,75792,70444,67099,65436,60426,61769,58101,53334,50337,51316,47963,49211,47198,47835,51335,5227,56514,58317,60851,65037,68796,72542,75019,78564,82764,88568,69336,4883,8789,3418,0,16602,33203,977,25391,37109,0,0,8789,23438,0,0,977,977,43945,4883,0,0,977,6836,24414,6836,32227,13672,293,12695,1953,0,3906,3418,17578,0,1953,9375,61523,3418,3906,0,19531,25391,6836,41992,13672,0,9766,8789,0,0,25391,16602,1953,0,16602,0,17578,0,0,1953,9766,11719
826,Quercus_Canariensis,7812,17578,23438,11719,3906,7812,13672,0,5859,27344,15625,13672,21484,3906,11719,0,33203,11719,27344,5859,42969,3906,0,11719,3906,27344,3906,13672,27344,11719,5859,0,21484,0,9766,23438,13672,25391,17578,9766,0,46875,52734,5859,15625,5859,25391,56641,1953,58594,13672,0,3125,1953,33203,13672,7812,35156,15625,17578,0,1953,17578,3906,90411,84941,81297,77253,75436,71184,69346,67954,65379,64922,62938,60022,60778,58755,57675,55391,55209,56628,55214,55682,56394,5667,58281,61255,62976,65692,68304,71754,74626,77943,81044,83279,89864,94283,88327,8294,78624,75042,72557,70031,67568,65798,62738,60737,58959,53972,5182,50245,50317,51776,52905,53725,56068,57072,60072,61837,64896,66756,68649,72132,77908,80966,86167,91567,0,23438,16602,0,13574,20508,293,54688,977,0,0,35156,24414,5859,0,0,7812,7812,0,16602,0,0,32227,0,3906,0,977,6836,0,18555,0,0,0,24414,19531,0,0,5957,977,0,0,293,0,16602,46875,30273,10742,41016,5859,0,0,0,0,0,17285,0,1084,0,1953,0,0,0,30273,12695
827,Liquidambar_Styraciflua,0,0,9766,10938,48828,0,0,0,17578,1953,9766,7812,3906,5859,1953,0,9766,3906,19531,1953,11719,7812,0,0,5859,46875,0,74219,7812,625,5859,0,19531,0,0,1953,19531,13672,5859,13672,97656,27344,11719,60547,33203,7812,7812,1953,0,13672,5859,0,17578,29297,0,1953,1953,33203,42969,42969,0,7812,1953,3906,11024,10472,99474,95486,89584,8117,7507,70824,66484,66921,67293,64312,60126,59966,69967,79938,71565,60899,61173,63194,63976,6448,67997,71358,75324,78649,8028,77985,82825,92892,10362,11374,12194,12678,11889,10826,9722,86029,75628,65716,55837,55444,58899,62789,68597,75464,82712,91705,84073,73863,62288,54623,48595,42095,34526,3155,43643,55349,66471,78438,88499,99125,10917,11492,293,10742,293,977,10352,0,1953,53711,11719,0,26367,40137,0,1953,0,0,1953,0,8789,25391,0,35156,10742,977,0,1953,0,0,41016,0,26367,0,0,5859,3906,0,0,5859,0,0,0,0,977,0,6836,293,20508,42969,0,75195,1953,0,0,11719,22461,0,0,0,17578,0,0,10742,0,0
828,Quercus_x_Hispanica,13672,7812,33203,19531,9766,19531,23438,0,5859,29297,21484,11719,17578,5859,25391,0,27344,9766,3906,23438,56641,3906,0,0,7812,29297,1953,7812,3125,13672,5859,0,29297,0,7812,13672,17578,41016,13672,5859,3906,13672,70312,13672,25391,9766,52734,25391,0,54688,3125,1953,21484,0,23438,5859,11719,11719,17578,0,0,0,7812,1953,73053,68506,64026,59498,55342,51158,46807,42712,3879,35394,31786,2838,25099,22306,20239,19042,19824,20591,22515,25159,27973,31363,35293,39444,43666,48161,52724,5732,61947,66765,70233,67882,69374,70381,66425,61856,57364,52856,48276,4399,40101,3621,32391,29017,26203,23861,22056,20276,20226,20918,22288,24351,27429,30678,34562,38296,42311,46322,50608,55111,59716,64491,69352,74316,0,6836,1953,61523,0,36133,977,0,14648,16895,0,0,7812,977,0,0,25391,0,47852,293,0,0,6836,7812,5859,35156,0,0,11719,15625,46875,0,22461,0,9766,0,30273,0,8789,48828,37109,0,293,0,1953,0,4883,0,9766,0,0,0,41016,41016,0,0,0,5859,20508,0,0,4883,1953,0
831,Cotinus_Coggygria,54688,14648,19531,5859,0,10547,25391,3906,1953,25391,35156,0,11523,0,0,0,23438,7812,1953,9766,0,0,0,0,0,11719,0,0,21484,0,0,0,41016,0,27344,89844,3906,0,1953,0,0,21484,0,0,11719,0,0,0,0,0,82031,0,15625,0,3906,0,3906,19531,7812,19531,1953,0,3125,1953,77722,71997,68218,65355,66171,60013,61003,56671,56991,52657,53609,49663,52279,48737,5133,47611,47148,49054,48006,50054,49819,50596,54416,56187,59713,61755,62544,66474,69825,73028,7704,83862,77635,74264,73116,67433,63471,60482,58704,5643,52959,52144,48186,47984,45418,46239,46865,46101,49799,47831,51,49557,53201,51991,56257,57159,64086,66117,70145,72637,76611,8131,87887,85148,6836,3906,13672,0,94727,0,17578,53711,1953,0,10742,12402,10742,5859,0,13672,0,0,13672,11719,0,26367,29297,0,0,0,0,8789,48828,13672,73242,1953,0,17578,8789,0,0,22461,0,4883,0,7812,0,0,18555,16602,27344,72266,13672,5957,4883,21484,0,47852,25391,0,13672,977,19531,0,0,0,9766,1953
837,Cornus_Macrophylla,58594,83984,9766,5859,0,89844,15625,0,11719,21484,54688,3906,11719,3906,0,0,15625,39062,0,21484,7812,0,0,0,0,15625,0,0,39062,7812,1953,0,41016,0,35156,50781,13672,1953,0,0,0,7812,0,1953,19531,1953,1953,1953,0,7812,76172,0,3906,0,0,1953,19531,9766,29297,11719,0,0,33203,3906,10098,94928,89047,83224,7744,71731,65865,60307,5495,49716,44447,39414,34597,30526,26721,23866,21918,22177,23047,25171,28142,32524,37095,42081,47414,52924,58699,64254,7003,75777,81593,87259,85479,80787,75271,69747,64275,58899,53631,48414,4348,38893,33829,29615,2596,23853,22486,22097,22989,25716,29477,33929,38478,43674,4909,54466,59996,65686,71722,77668,8361,89625,95744,10192,0,79102,45898,977,0,11719,0,18555,85938,0,0,0,14648,55664,0,0,72266,30273,977,91797,0,19531,14648,977,74219,0,6836,24414,29297,22461,8789,0,0,0,60547,0,0,1953,6836,0,293,8789,26367,0,5859,0,16602,0,29297,33203,0,293,977,0,0,0,0,0,49805,0,0,0,18555,26367
838,Viburnum_Tinus,29297,60547,3125,25391,0,70312,13672,0,7812,27344,37109,1953,11914,0,0,0,13672,27344,13672,23438,5859,0,0,0,5859,23438,0,5859,50781,5859,0,0,29297,0,23438,46875,13672,5859,1953,0,1953,48828,7812,0,33203,0,3906,1953,0,3906,42969,1953,13672,1953,0,0,21484,23438,23438,17578,0,0,29297,1953,43937,41606,39576,38013,36035,34343,32745,30409,28728,27225,25999,25327,24489,2455,24671,2497,25658,26717,2716,28707,30996,32028,3293,34363,35798,37016,37728,39181,40223,40797,43227,46797,5035,52112,48042,4414,40599,39533,37591,36269,35814,33629,31192,29536,27342,26068,24675,23173,21748,21788,22037,22776,23949,25058,27476,30165,32586,35261,37572,40089,42253,44929,46582,46153,23438,14648,20508,15625,5859,6836,43945,35156,4883,977,293,0,3418,16602,0,0,6836,82031,16602,15625,0,977,30273,13672,47852,3906,17578,38086,16602,3125,11719,0,0,12695,13672,0,0,35156,12695,18555,0,5859,15625,293,39062,9766,54688,0,14648,11719,0,27344,11719,8789,977,0,6543,293,20508,0,0,4883,22461,29297
839,Alnus_Cordata,1953,7812,52734,19531,21484,3906,54688,5859,0,3125,7812,1953,3906,0,3906,0,54688,15625,11719,27344,5859,0,0,3906,0,39062,0,23438,21484,66406,3906,0,35156,1953,5859,21484,35156,27344,15625,5859,17578,17578,9766,3125,15625,9766,11719,3906,3906,3906,17578,0,42969,15625,44922,0,29297,25391,27344,0,1953,1953,29297,0,91418,89202,87281,85625,84797,83563,81714,79641,7718,74789,72685,70971,69198,68007,67542,67196,66931,67148,68239,69658,71325,72333,74178,76683,79001,81908,84836,86401,88665,94032,10085,10618,10253,95143,89358,85839,82947,80384,77222,74538,72354,71196,69122,67014,67034,662,66149,67369,68239,68862,70337,72092,74449,76415,78323,80663,83329,85464,87967,89632,92498,10005,99582,92318,9766,977,977,23438,977,977,5859,5859,0,17578,293,0,1953,12695,0,293,0,977,293,3906,0,5859,9766,36133,36133,5859,125,0,3906,5859,30273,977,1953,5859,7812,0,293,6836,50781,18555,57617,4883,80078,10449,13672,7812,48828,0,15625,6836,0,11719,22461,977,9766,0,13672,10742,29297,0,0,11719,8789,91797
840,Quercus_Coccifera,0,0,78125,21484,15625,5859,5859,0,3906,7812,3906,27344,13672,1953,25391,0,7812,17578,1953,15625,5859,1953,0,7812,0,13672,0,41016,27344,29297,5859,5859,1953,0,5859,7812,64453,83984,27344,7812,9766,1953,3125,25391,13672,13672,19531,82031,7812,5859,13672,0,17578,5859,29297,1953,15625,0,68359,1953,0,0,42969,0,25865,29661,29591,26079,2383,21842,21481,21756,21122,18324,15236,16809,19642,2176,21882,24827,24192,19894,16289,12142,83728,11365,16216,21178,23423,26397,23292,19087,1598,19887,24393,24577,25276,28874,3057,2691,2593,21488,17356,20866,24851,24524,21818,17026,12663,13307,18353,21943,26268,25203,219,21537,1704,13062,13348,17195,21092,23706,20736,19808,18662,21086,24098,2387,0,6836,0,37109,0,1953,9766,977,29297,3418,9766,0,0,7812,0,0,6836,0,47852,293,0,293,12695,61523,13672,72266,10742,0,14648,4883,13672,0,17188,0,0,0,11816,1953,4883,21484,77148,0,7812,1953,4883,977,3906,0,8789,13672,977,0,60547,21484,0,0,977,21484,13672,18555,0,22461,0,0
841,Quercus_Coccinea,1953,0,37109,48828,7812,0,1953,0,9766,5859,11719,25391,29297,9766,17578,0,7812,39062,19531,13672,27344,3906,0,0,9766,23438,0,29297,85938,7812,7812,1953,9766,0,0,0,9766,29297,15625,3906,7812,37109,29297,9766,42969,1953,44922,13672,7812,7812,15625,1953,27344,7812,0,1953,5859,3125,11523,5859,0,0,25391,5859,38754,3725,36177,35652,35688,35712,35471,34816,33713,32763,31562,30799,31253,32785,36627,34743,31765,31155,31796,32644,33516,34407,35464,36128,36296,36223,36452,36951,3797,37549,33789,30077,26539,25679,27434,29584,31924,34416,36772,39568,42432,38877,35883,33437,31389,3006,29942,30281,31739,33824,36298,39168,42998,40797,3786,35557,33186,30771,2852,26173,25764,28393,32104,35859,3906,11719,53711,977,20508,0,293,78125,6836,0,16602,293,12695,8789,0,11719,977,79102,0,38086,12695,20508,12695,293,977,977,0,69336,16602,41016,14648,46875,0,11719,67383,5957,0,12695,0,0,0,18555,0,0,5859,12695,18555,21484,22461,30273,22461,29297,0,8789,5859,8789,16602,293,14648,0,293,12695,4883,0
844,Eucalyptus_Glaucescens,27344,44922,9766,58594,0,14258,0,5859,3906,13672,44922,0,41016,1953,0,0,5859,50781,5859,23438,0,0,0,0,1953,13672,0,5859,46875,25391,0,0,3125,1953,11719,15625,15625,11719,1953,0,0,33203,1953,9766,10156,0,0,0,0,0,27344,0,0,0,0,0,13672,60547,27344,13672,1953,0,44922,0,95797,93886,87036,81343,76079,72858,68436,6346,5972,54505,52052,47424,45244,42016,41694,40189,41956,4105,43816,44774,47582,50595,54528,57885,62689,66466,71785,76244,81581,86134,91666,98289,10386,99395,93632,8719,81061,75646,70025,65258,61366,56408,52459,4932,46392,45888,43208,41949,40699,41713,41425,43374,4472,47443,50581,55198,58535,61962,66536,72836,76034,80225,84061,8855,74219,12695,16602,6836,15625,14648,4883,22461,52734,14648,0,0,13672,14648,0,0,27344,0,7812,3125,0,0,11719,977,0,977,30273,3906,14648,13672,9766,0,977,11816,18555,0,0,17578,19531,7812,5859,1953,10742,81055,3906,83008,17578,1953,7812,17578,0,0,1953,6836,56641,0,5859,0,22461,0,0,0,24414,51758
847,Salix_Fragilis,0,0,13672,3125,10547,0,0,0,13672,1953,0,5859,3906,1953,29297,0,7812,0,46875,1953,1953,0,0,0,5859,27344,0,56641,1953,27344,19531,17578,3906,1953,0,0,7812,35156,23438,37109,11523,1953,0,39062,0,56641,11719,0,23438,0,1953,0,27344,12891,0,13672,1953,0,29297,13672,1953,0,1953,0,43141,4836,49719,44745,39891,35403,32257,31391,32495,3092,26522,23399,195,1523,13279,15754,20512,25625,27993,31393,32758,27582,22073,17536,15763,20582,26182,30969,31855,29329,32507,37201,42156,38808,34302,31407,34676,32656,27677,22382,19037,21582,27017,31296,35015,32295,27985,26924,27634,22688,17618,12829,10288,12747,17755,22024,26052,31146,33077,31815,29266,29629,33505,38361,0,1953,0,10742,0,10742,0,0,85938,0,26367,0,1953,27344,49805,0,20508,293,293,1953,0,22461,293,42969,977,13086,0,0,10742,5859,13672,0,13672,0,977,0,38086,0,977,293,0,3906,0,0,0,0,1953,0,41992,38086,14648,0,26367,5859,0,0,0,13086,19531,79102,0,10547,1953,0
848,Quercus_Canariensis,7812,5859,11719,3906,13672,13672,41016,0,0,13672,15625,15625,25391,17578,13672,0,17578,1953,27344,9766,3125,11719,0,56641,13672,23438,13672,17578,33203,9766,0,0,19531,7812,9766,35156,1953,27344,13672,0,0,39062,74219,7812,21484,0,19531,3125,0,33203,46875,0,41016,0,3125,11719,11719,11719,3906,19531,0,5859,5859,1953,97933,10011,93745,87373,82034,76428,71788,66847,62293,58729,56367,55697,55624,55972,56029,58022,5894,58642,60379,6275,63042,61724,63431,66194,66544,67714,68829,70834,7264,74488,7807,80525,82897,8353,79869,75393,72053,67534,64867,61692,60691,60894,60987,62196,60015,57674,57376,59106,59358,60017,58902,57766,57481,59066,61221,63999,67323,68596,71383,74725,78062,8113,86267,91639,18555,24414,9766,9766,38086,46875,20508,43945,27344,4883,0,0,14648,0,0,0,81055,8789,7812,33203,0,0,61523,8789,977,293,10742,1953,11719,30273,23438,0,0,30273,18555,0,0,45898,12695,10742,0,0,25391,11719,46875,36133,41016,14648,14648,11719,0,0,9766,18555,27344,0,41016,293,24414,0,0,0,0,13672
849,Quercus_Alnifolia,19531,29297,41016,1953,5859,21484,7812,0,7812,13672,7812,27344,46875,3906,23438,0,19531,13672,5859,5859,76172,3906,0,3906,13672,15625,1953,5859,11719,1953,11719,5859,5859,0,17578,33203,15625,42969,13672,7812,0,11719,68359,0,5859,13672,58594,54688,7812,35156,42969,0,21484,1953,7812,9766,7812,15625,17578,11719,0,0,13672,1953,90329,83085,7684,71242,65923,60581,55236,49838,44197,38813,33397,28201,23559,20023,17956,17994,20274,23855,28432,34003,39625,4566,51634,57643,63873,69894,75942,82231,88336,94672,10077,10691,10448,9835,92205,86001,80205,7436,68831,63404,57993,52653,4753,424,37972,33645,29831,27089,25301,24377,24559,25981,28997,32422,36653,41437,46683,51824,57247,63264,68968,74093,78734,85839,1953,977,0,58594,0,0,18555,0,977,38086,9766,0,0,0,293,0,9766,0,24902,0,0,1953,4883,32227,293,51758,0,0,12695,977,15625,0,70312,0,0,0,43945,977,9766,87891,977,0,0,0,40039,0,11719,0,977,16602,6836,0,58594,78125,0,3906,8789,19531,12695,3906,0,9766,0,977
850,Quercus_Vulcanica,0,1953,11719,15625,13672,3906,3125,0,0,19531,11719,17578,7812,1953,29297,0,9766,5859,58594,11719,11719,21484,15625,56641,3906,17578,1953,7812,21484,0,13672,9766,19531,1953,5859,15625,3906,7812,21484,9766,0,23438,25391,5859,15625,15625,7812,125,5859,1953,23438,7812,56641,3906,56641,9766,11719,17578,7812,19531,7812,11719,17578,1953,64949,59141,53765,49106,44573,42641,382,34775,31319,27336,26801,2954,30146,24509,19352,1575,18561,24344,31333,3601,4005,34923,29254,23119,25121,30911,36662,42428,41915,37306,42945,48615,51972,50344,44602,41474,46438,42379,36542,30386,27882,33681,39701,40053,37056,30857,24182,17168,12823,14683,19189,24643,30793,32335,30043,31666,30559,33824,38825,44394,49884,55414,61392,67242,33203,2832,16602,0,293,11719,44922,21484,19531,0,0,0,13672,10742,0,0,2832,6836,6836,35156,0,0,10156,0,12695,0,5859,9766,17578,23438,33203,0,0,22461,19531,0,0,76172,293,5859,0,0,7812,6836,94727,14648,55664,0,16602,6836,0,0,293,5859,0,0,98633,0,18555,0,0,0,35156,24414
851,Quercus_Infectoria_sub,23438,21484,29297,0,3906,19531,41016,5859,0,25391,7812,3906,23438,0,11719,0,27344,21484,17578,17578,25391,3906,0,15625,1953,23438,1953,5859,21484,7812,5859,0,25391,1953,27344,23438,3125,23438,11719,3906,1953,27344,41016,7812,15625,1953,3125,625,0,50781,3125,0,37109,3906,48828,3906,3906,7812,23438,1953,1953,0,33203,0,88265,82884,78596,73738,68276,63168,58308,53461,48664,44333,3858,34405,33039,34633,31024,30135,33312,36268,34171,35242,39767,41539,44117,49895,55995,56625,61294,67529,69759,74822,79142,84602,86048,80371,74607,7096,64852,63543,57655,5628,51141,44896,42023,40476,35593,31144,3449,33734,31164,2973,32587,36226,37035,38303,43552,48078,52357,57433,63044,68969,75001,8078,84689,91274,12695,10742,12695,293,9766,39062,15625,6836,15625,4883,0,0,14648,977,0,0,22461,0,293,13672,0,0,3125,0,1953,0,15723,293,0,23438,0,0,977,8789,15625,0,0,21484,68359,16602,12109,0,56641,82031,76172,3906,10742,1953,293,0,0,0,977,1953,293,0,47852,0,3906,0,0,0,4883,47852
852,Quercus_Kewensis,1953,5859,19531,35156,1953,0,25391,7812,0,17578,9766,17578,0,0,11719,0,29297,5859,64453,19531,29297,0,0,21484,5859,27344,1953,17578,21484,19531,7812,1953,21484,0,1953,27344,17578,17578,9766,3906,3906,46875,44922,9766,29297,3906,27344,15625,0,29297,19531,0,60547,1953,11719,1953,17578,21484,50781,60547,0,1953,13672,0,50235,55315,50614,47043,4467,41125,38199,3571,33751,32292,312,31616,30137,28304,28361,29055,29251,30555,31993,32526,32907,34552,33531,34767,36084,37902,40137,4324,44256,4731,49592,53149,57292,56065,52218,48252,4477,43093,4021,36966,37037,33695,34608,32685,3217,28824,30137,2835,29649,28504,29714,30971,29484,29229,30284,3218,32225,32839,34241,37401,39071,42907,46112,4815,57617,1953,12695,14648,3906,18555,49805,9766,41992,19531,977,0,33203,3125,0,0,4883,4883,33203,13672,0,0,6836,5859,32227,22461,32227,7812,16602,18555,8789,0,9766,36133,20508,0,293,33203,44922,54688,1953,3906,11719,17578,3906,23438,21484,293,13672,8789,0,0,6836,19531,4883,0,19531,293,14648,0,0,8789,38086,69336
853,Acer_Rufinerve,0,0,3125,5859,54688,0,5859,0,9766,3906,0,25391,0,7812,29297,0,7812,0,7812,1953,21484,17578,0,7812,15625,19531,7812,41016,1953,3125,50781,29297,1953,0,0,1953,3906,68359,29297,15625,42969,1953,21484,33203,7812,33203,39062,56641,29297,19531,0,5859,35156,23438,33203,19531,3906,1953,9766,15625,0,1953,5859,1953,82046,77361,70196,66097,67471,6103,63499,64005,66661,6188,60565,58613,5494,5369,51412,49862,47258,46249,44674,4272,43404,43794,458,4706,49202,5155,54503,58395,62578,66493,69233,76067,80364,73197,66557,64243,61016,57599,5477,51737,49832,48192,46815,45662,45435,45501,46386,46856,47499,49734,50684,51901,54563,56873,55742,59521,55979,61906,59143,64323,65413,72564,73002,7937,3906,293,13672,293,9375,0,10742,42969,977,3906,57617,20508,3906,4883,0,0,0,977,22461,23438,0,3125,977,293,8789,11719,0,1953,17578,9766,22461,56641,0,19531,11719,16602,0,25391,10742,7812,0,977,3906,977,5859,20508,32227,35156,19531,24414,77148,20508,10742,22461,39062,39062,7812,9766,19531,0,0,29297,293,12695
854,Magnolia_Heptapeta,56641,14453,3906,0,1953,11914,7812,5859,0,15625,82031,1953,72266,1953,1953,0,13672,17578,1953,23438,11719,0,0,0,0,0,0,1953,13672,0,0,0,39062,1953,23438,54688,11719,9766,0,0,0,15625,5859,1953,19531,0,9766,3906,0,0,83984,0,5859,0,5859,0,15625,11719,15625,21484,1953,0,41016,0,40226,36343,34775,34911,34814,34203,33644,32817,33038,34886,3409,345,3496,34289,33718,3103,3061,32553,30205,33863,34572,35361,36331,36781,3705,36462,34008,33299,33607,33315,33543,33868,34445,35725,36951,33797,30461,28119,27179,28473,30196,30796,3207,34058,35465,37958,40133,43408,47216,48443,44745,41774,38817,3573,33814,32084,29821,29705,29278,29005,28589,30803,34191,37467,3418,5859,7812,977,70312,0,36133,20508,7812,293,0,16406,0,0,0,0,40039,0,39062,20508,0,0,7812,0,4883,0,3906,977,11719,0,11719,0,0,54688,1953,0,0,53711,22461,3418,0,0,7812,4883,10742,18555,15625,46875,0,8789,0,0,0,13672,16602,0,2832,0,7812,0,0,0,0,12695
